"ruleset","attackerId","attacker","targetId","target","mode","condition","expectedHits","expectedDamage","destroyProbability","statusProbability","pdfExpectedDamage","pdfDestroyProbability"
"adrien-01-sans-relances-tableau","gobelins-troupe-de-gobelins","Bande de Gobelins","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-troupe-de-gobelins","Bande de Gobelins","ranged","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-archers-gobelins","Archers Gobelins","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-shaman-gobelin","Shamans Gobelins","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","ranged","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-katapult-a-gobs","Katapult à gobs","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-meneurs-de-troll","Trolls","ranged","Profil sans bonus","0.33333333","0.33333333","0.02777778","0.00000000","0.05555556","0.00077160"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-bande-du-chef","Bande du chef","ranged","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-le-danzereu","Le Danzereu","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","gobelins-blop-le-meuteur","Blop, le Meuteur","ranged","Profil sans bonus","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-lanciers-sephosiens","Lanciers Sephosiens","ranged","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-epeistes-sephosiens","Epéistes Sephosiens","ranged","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","ranged","Profil sans bonus","0.66666667","0.66666667","0.11111111","0.00000000","0.66666667","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","ranged","Profil sans bonus","0.66666667","0.66666667","0.11111111","0.00000000","0.66666667","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-balistes-sephosiennes","Balistes Sephosiennes","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","ranged","Profil sans bonus","0.66666667","0.66666667","0.11111111","0.00000000","0.66666667","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-marechal-vallardi","Maréchal Vallardi","ranged","Profil sans bonus","1.00000000","0.75000000","0.75000000","0.00000000","0.75000000","0.75000000"
"adrien-01-sans-relances-tableau","gobelins-archers-gobelins","Archers Gobelins","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","ranged","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-troupe-de-gobelins","Bande de Gobelins","ranged","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-archers-gobelins","Archers Gobelins","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-shaman-gobelin","Shamans Gobelins","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","ranged","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-katapult-a-gobs","Katapult à gobs","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-meneurs-de-troll","Trolls","ranged","Profil sans bonus","0.16666667","0.16666667","0.00000000","0.00000000","0.16666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-bande-du-chef","Bande du chef","ranged","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-le-danzereu","Le Danzereu","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","gobelins-blop-le-meuteur","Blop, le Meuteur","ranged","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-lanciers-sephosiens","Lanciers Sephosiens","ranged","Profil sans bonus","0.50000000","0.50000000","0.00000000","0.00000000","0.50000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-epeistes-sephosiens","Epéistes Sephosiens","ranged","Profil sans bonus","0.50000000","0.50000000","0.00000000","0.00000000","0.50000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","ranged","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","ranged","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-balistes-sephosiennes","Balistes Sephosiennes","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","ranged","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-marechal-vallardi","Maréchal Vallardi","ranged","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.83333333","0.83333333"
"adrien-01-sans-relances-tableau","gobelins-shaman-gobelin","Shamans Gobelins","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","ranged","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-archers-gobelins","Archers Gobelins","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-shaman-gobelin","Shamans Gobelins","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-katapult-a-gobs","Katapult à gobs","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-meneurs-de-troll","Trolls","melee","Profil sans bonus","0.33333333","0.33333333","0.02777778","0.00000000","0.33333333","0.02777778"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-bande-du-chef","Bande du chef","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-le-danzereu","Le Danzereu","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","gobelins-blop-le-meuteur","Blop, le Meuteur","melee","Profil sans bonus","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-lanciers-sephosiens","Lanciers Sephosiens","melee","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-epeistes-sephosiens","Epéistes Sephosiens","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","melee","Profil sans bonus","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","melee","Profil sans bonus","0.66666667","0.66666667","0.11111111","0.00000000","0.66666667","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-balistes-sephosiennes","Balistes Sephosiennes","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","melee","Profil sans bonus","0.66666667","0.66666667","0.11111111","0.00000000","0.66666667","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-marechal-vallardi","Maréchal Vallardi","melee","Profil sans bonus","1.33333333","0.88888889","0.88888889","0.00000000","0.88888889","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Profil sans bonus","0.33333333","0.33333333","0.00000000","0.00000000","0.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-troupe-de-gobelins","Bande de Gobelins","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-archers-gobelins","Archers Gobelins","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-shaman-gobelin","Shamans Gobelins","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-katapult-a-gobs","Katapult à gobs","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-meneurs-de-troll","Trolls","ranged","Profil sans bonus","0.50000000","0.00000000","0.00000000","0.50000000","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-bande-du-chef","Bande du chef","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-le-danzereu","Le Danzereu","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","gobelins-blop-le-meuteur","Blop, le Meuteur","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-lanciers-sephosiens","Lanciers Sephosiens","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-epeistes-sephosiens","Epéistes Sephosiens","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-balistes-sephosiennes","Balistes Sephosiennes","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-marechal-vallardi","Maréchal Vallardi","ranged","Profil sans bonus","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-katapult-a-gobs","Katapult à gobs","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","ranged","Profil sans bonus","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Troll actif, résultat 4–5","1.66666667","1.66666667","0.69444444","0.00000000","1.66666667","0.69444444"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-archers-gobelins","Archers Gobelins","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-shaman-gobelin","Shamans Gobelins","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Troll actif, résultat 4–5","1.66666667","1.66666667","0.69444444","0.00000000","1.66666667","0.69444444"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-katapult-a-gobs","Katapult à gobs","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-meneurs-de-troll","Trolls","melee","Troll actif, résultat 4–5","0.66666667","0.66666667","0.11111111","0.00000000","0.66666667","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-bande-du-chef","Bande du chef","melee","Troll actif, résultat 4–5","1.33333333","1.33333333","0.00000000","0.00000000","1.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-le-danzereu","Le Danzereu","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","gobelins-blop-le-meuteur","Blop, le Meuteur","melee","Troll actif, résultat 4–5","1.66666667","1.66666667","0.00000000","0.00000000","1.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-lanciers-sephosiens","Lanciers Sephosiens","melee","Troll actif, résultat 4–5","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-epeistes-sephosiens","Epéistes Sephosiens","melee","Troll actif, résultat 4–5","1.33333333","1.33333333","0.00000000","0.00000000","1.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","melee","Troll actif, résultat 4–5","1.66666667","1.66666667","0.69444444","0.00000000","1.94444444","0.94521605"
